image_name,height,numstories,roofshape,fpArea,latitude,longitude,roof_material,city,city_coordinates
height19.0_numstoriesNA_roofshapeNA_fpArea1382_imsat_33.98499929-118.34368153.jpg,19.0,,,1382.0,33.98499929,-118.34368153,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height19.7_numstoriesNA_roofshapeNA_fpArea11793_imsat_38.74731173-9.19368894.jpg,19.7,,,11793.0,38.74731173,-9.19368894,AmorphousAsphalt,"Lisbon, Portugal","38.7077507, -9.1365919"
height19.7_numstoriesNA_roofshapeNA_fpArea1832_imsat_-12.15463747-76.97180258.jpg,19.7,,,1832.0,-12.15463747,-76.97180258,AmorphousAsphalt,"Lima, Peru","-12.0621065, -77.0365256"
height19.9_numstoriesNA_roofshapeNA_fpArea771_imsat_-23.52197303-46.39067279.jpg,19.9,,,771.0,-23.52197303,-46.39067279,AmorphousAsphalt,"São Paulo, Brazil","-23.5506507, -46.6333824"
height2.3_numstoriesNA_roofshapeNA_fpArea6495_imsat_34.1210485-118.24225235.jpg,2.3,,,6495.0,34.1210485,-118.24225235,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height20.0_numstoriesNA_roofshapeNA_fpArea2105_imsat_34.00968393-118.31592965.jpg,20.0,,,2105.0,34.00968393,-118.31592965,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height20.0_numstoriesNA_roofshapeNA_fpArea2242_imsat_18.39212421-66.07014369.jpg,20.0,,,2242.0,18.39212421,-66.07014369,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height20.8_numstoriesNA_roofshapeNA_fpArea6992_imsat_-23.54627521-46.5569466.jpg,20.8,,,6992.0,-23.54627521,-46.5569466,AmorphousAsphalt,"São Paulo, Brazil","-23.5506507, -46.6333824"
height21.0_numstoriesNA_roofshapeNA_fpArea2484_imsat_34.06775412-118.34157544.jpg,21.0,,,2484.0,34.06775412,-118.34157544,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height21.0_numstoriesNA_roofshapeNA_fpArea2886_imsat_18.41339869-66.04162748.jpg,21.0,,,2886.0,18.41339869,-66.04162748,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height21.0_numstoriesNA_roofshapeNA_fpArea738_imsat_18.45211541-66.08125905.jpg,21.0,,,738.0,18.45211541,-66.08125905,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height21.6_numstoriesNA_roofshapeNA_fpArea5986_imsat_-23.53420795-46.61428666.jpg,21.6,,,5986.0,-23.53420795,-46.61428666,AmorphousAsphalt,"São Paulo, Brazil","-23.5506507, -46.6333824"
height21.7_numstoriesNA_roofshapeNA_fpArea1225_imsat_34.02485219-118.20217217.jpg,21.7,,,1225.0,34.02485219,-118.20217217,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height21.7_numstoriesNA_roofshapeNA_fpArea1725_imsat_34.0183458-118.24883639.jpg,21.7,,,1725.0,34.0183458,-118.24883639,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height22.3_numstoriesNA_roofshapeNA_fpArea2513_imsat_18.40537364-66.0855311.jpg,22.3,,,2513.0,18.40537364,-66.0855311,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height22.3_numstoriesNA_roofshapeNA_fpArea5885_imsat_34.04405234-118.4471749.jpg,22.3,,,5885.0,34.04405234,-118.4471749,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height22.6_numstoriesNA_roofshapeNA_fpArea1346_imsat_40.74566282-73.90569736.jpg,22.6,,,1346.0,40.74566282,-73.90569736,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height23.3_numstoriesNA_roofshapeNA_fpArea1965_imsat_18.41808375-66.0834782.jpg,23.3,,,1965.0,18.41808375,-66.0834782,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height23.3_numstoriesNA_roofshapeNA_fpArea620_imsat_40.66850408-73.76522625.jpg,23.3,,,620.0,40.66850408,-73.76522625,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height23.3_numstoriesNA_roofshapeNA_fpArea7091_imsat_40.76641064-73.83314402.jpg,23.3,,,7091.0,40.76641064,-73.83314402,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height23.6_numstoriesNA_roofshapeNA_fpArea1949_imsat_18.40650892-66.07976202.jpg,23.6,,,1949.0,18.40650892,-66.07976202,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height23.6_numstoriesNA_roofshapeNA_fpArea3285_imsat_34.27171548-118.54630135.jpg,23.6,,,3285.0,34.27171548,-118.54630135,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height23.6_numstoriesNA_roofshapeNA_fpArea9552_imsat_34.08797649-118.28587403.jpg,23.6,,,9552.0,34.08797649,-118.28587403,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height24.0_numstoriesNA_roofshapeNA_fpArea4019_imsat_34.0334343-118.52157988.jpg,24.0,,,4019.0,34.0334343,-118.52157988,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height24.3_numstoriesNA_roofshapeNA_fpArea1122_imsat_40.73501056-73.7072075.jpg,24.3,,,1122.0,40.73501056,-73.7072075,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height24.3_numstoriesNA_roofshapeNA_fpArea1771_imsat_34.10729205-118.22438855.jpg,24.3,,,1771.0,34.10729205,-118.22438855,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height24.3_numstoriesNA_roofshapeNA_fpArea5449_imsat_18.3433366-66.03689743.jpg,24.3,,,5449.0,18.3433366,-66.03689743,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height24.6_numstoriesNA_roofshapeNA_fpArea1224_imsat_40.63672864-73.98027454.jpg,24.6,,,1224.0,40.63672864,-73.98027454,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height24.9_numstoriesNA_roofshapeNA_fpArea1298_imsat_40.6657214-73.83768635.jpg,24.9,,,1298.0,40.6657214,-73.83768635,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height25.3_numstoriesNA_roofshapeNA_fpArea1300_imsat_40.83308307-73.86697498.jpg,25.3,,,1300.0,40.83308307,-73.86697498,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height25.4_numstoriesNA_roofshapeNA_fpArea1441_imsat_-23.61024274-46.47931143.jpg,25.4,,,1441.0,-23.61024274,-46.47931143,AmorphousAsphalt,"São Paulo, Brazil","-23.5506507, -46.6333824"
height25.6_numstoriesNA_roofshapeNA_fpArea2361_imsat_33.73433959-118.3037015.jpg,25.6,,,2361.0,33.73433959,-118.3037015,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height25.6_numstoriesNA_roofshapeNA_fpArea857_imsat_40.6407854-74.00501991.jpg,25.6,,,857.0,40.6407854,-74.00501991,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height26.2_numstories7_roofshapeNA_fpArea11220_imsat_13.70326816-89.19990881.jpg,26.2,7.0,,11220.0,13.70326816,-89.19990881,AmorphousAsphalt,"San Salvador, El Salvador","13.6989939, -89.1914249"
height26.2_numstoriesNA_roofshapeNA_fpArea2143_imsat_59.4516871824.58636685.jpg,26.2,,,2143.0,59.45168718,24.58636685,AmorphousAsphalt,"Tallinn, Estonia","59.4372155, 24.7453688"
height26.2_numstoriesNA_roofshapeNA_fpArea6032_imsat_34.10439309-118.45956175.jpg,26.2,,,6032.0,34.10439309,-118.45956175,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height26.2_numstoriesNA_roofshapeNA_fpArea83026_imsat_34.29197417-118.41503175.jpg,26.2,,,83026.0,34.29197417,-118.41503175,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height26.2_numstoriesNA_roofshapeNA_fpArea845_imsat_40.72417948-73.89469831.jpg,26.2,,,845.0,40.72417948,-73.89469831,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height26.6_numstoriesNA_roofshapeNA_fpArea7442_imsat_34.19347126-118.51450712.jpg,26.6,,,7442.0,34.19347126,-118.51450712,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height26.9_numstoriesNA_roofshapeNA_fpArea1476_imsat_34.19121124-118.4110293.jpg,26.9,,,1476.0,34.19121124,-118.4110293,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height26.9_numstoriesNA_roofshapeNA_fpArea1728_imsat_40.55450978-74.16813278.jpg,26.9,,,1728.0,40.55450978,-74.16813278,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height262.5_numstoriesNA_roofshapeNA_fpArea7513_imsat_10.49900215-66.79736855.jpg,262.5,,,7513.0,10.49900215,-66.79736855,AmorphousAsphalt,"Caracas, Venezuela","10.5060934, -66.9146008"
height27.6_numstoriesNA_roofshapeNA_fpArea1069_imsat_40.62249857-74.01153743.jpg,27.6,,,1069.0,40.62249857,-74.01153743,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height28.2_numstoriesNA_roofshapeNA_fpArea1202_imsat_40.74906494-73.7070347.jpg,28.2,,,1202.0,40.74906494,-73.7070347,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height28.2_numstoriesNA_roofshapeNA_fpArea3663_imsat_18.36790384-66.0828139.jpg,28.2,,,3663.0,18.36790384,-66.0828139,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height28.2_numstoriesNA_roofshapeNA_fpArea718_imsat_40.71714469-73.85589655.jpg,28.2,,,718.0,40.71714469,-73.85589655,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height28.9_numstoriesNA_roofshapeNA_fpArea1540_imsat_40.87914385-73.88136217.jpg,28.9,,,1540.0,40.87914385,-73.88136217,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height29.2_numstoriesNA_roofshapeNA_fpArea5907_imsat_33.76074944-118.30575394.jpg,29.2,,,5907.0,33.76074944,-118.30575394,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height29.2_numstoriesNA_roofshapeNA_fpArea725_imsat_40.71507174-73.75964758.jpg,29.2,,,725.0,40.71507174,-73.75964758,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height29.5_numstories3_roofshapeNA_fpArea4339_imsat_59.4598716724.70028447.jpg,29.5,3.0,,4339.0,59.45987167,24.70028447,AmorphousAsphalt,"Tallinn, Estonia","59.4372155, 24.7453688"
height29.5_numstoriesNA_roofshapeNA_fpArea890_imsat_40.71381596-73.85327262.jpg,29.5,,,890.0,40.71381596,-73.85327262,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height29.9_numstoriesNA_roofshapeNA_fpArea838_imsat_40.71167943-73.75375315.jpg,29.9,,,838.0,40.71167943,-73.75375315,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height30.5_numstoriesNA_roofshapeNA_fpArea3085_imsat_34.048858-118.39412997.jpg,30.5,,,3085.0,34.048858,-118.39412997,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height30.5_numstoriesNA_roofshapeNA_fpArea536_imsat_40.56070615-74.10536704.jpg,30.5,,,536.0,40.56070615,-74.10536704,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height31.2_numstoriesNA_roofshapeNA_fpArea4946_imsat_18.39317349-66.08826092.jpg,31.2,,,4946.0,18.39317349,-66.08826092,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height31.8_numstoriesNA_roofshapeNA_fpArea2623_imsat_34.09111864-118.18017547.jpg,31.8,,,2623.0,34.09111864,-118.18017547,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height32.2_numstoriesNA_roofshapeNA_fpArea4477_imsat_34.03801222-118.46652851.jpg,32.2,,,4477.0,34.03801222,-118.46652851,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height32.5_numstoriesNA_roofshapeNA_fpArea33231_imsat_40.55215352-74.13710567.jpg,32.5,,,33231.0,40.55215352,-74.13710567,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height32.8_numstories3_roofshapeNA_fpArea1360_imsat_1.2830874103.84458376.jpg,32.8,3.0,,1360.0,1.28308741,3.84458376,AmorphousAsphalt,"Lagos, Nigeria","6.4550575, 3.3941795"
height32.8_numstoriesNA_roofshapeNA_fpArea34049_imsat_59.4527960224.8745481.jpg,32.8,,,34049.0,59.45279602,24.8745481,AmorphousAsphalt,"Tallinn, Estonia","59.4372155, 24.7453688"
height32.8_numstoriesNA_roofshapeNA_fpArea6231_imsat_44.4278849626.00556094.jpg,32.8,,,6231.0,44.42788496,26.00556094,AmorphousAsphalt,"Bucharest, Romania","44.4361414, 26.1027202"
height32.8_numstoriesNA_roofshapeNA_fpArea9355_imsat_-12.05057068-77.03273488.jpg,32.8,,,9355.0,-12.05057068,-77.03273488,AmorphousAsphalt,"Lima, Peru","-12.0621065, -77.0365256"
height32.8_numstoriesNA_roofshapepitched_fpArea4566_imsat_59.4259718524.71781555.jpg,32.8,,pitched,4566.0,59.42597185,24.71781555,AmorphousAsphalt,"Tallinn, Estonia","59.4372155, 24.7453688"
height33.1_numstoriesNA_roofshapeNA_fpArea1157_imsat_40.68486958-74.0000453.jpg,33.1,,,1157.0,40.68486958,-74.0000453,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height33.5_numstoriesNA_roofshapeNA_fpArea896_imsat_40.59010418-74.1575996.jpg,33.5,,,896.0,40.59010418,-74.1575996,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height34.1_numstoriesNA_roofshapeNA_fpArea2961_imsat_40.61623063-74.12722396.jpg,34.1,,,2961.0,40.61623063,-74.12722396,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height35.4_numstoriesNA_roofshapeNA_fpArea2777_imsat_18.44563011-66.06406833.jpg,35.4,,,2777.0,18.44563011,-66.06406833,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height36.1_numstoriesNA_roofshapeNA_fpArea694_imsat_40.6919051-73.9239972.jpg,36.1,,,694.0,40.6919051,-73.9239972,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height36.7_numstoriesNA_roofshapeNA_fpArea4295_imsat_34.13332615-118.44130868.jpg,36.7,,,4295.0,34.13332615,-118.44130868,AmorphousAsphalt,"Los Angeles, California","34.0536909, -118.242766"
height43.6_numstoriesNA_roofshapeNA_fpArea821_imsat_40.68290295-73.9997769.jpg,43.6,,,821.0,40.68290295,-73.9997769,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height45.9_numstories2_roofshapeNA_fpArea3304_imsat_-33.47408705-70.64908103.jpg,45.9,2.0,,3304.0,-33.47408705,-70.64908103,AmorphousAsphalt,"Santiago, Chile","-33.4377756, -70.6504502"
height45.9_numstoriesNA_roofshapeNA_fpArea2082_imsat_38.73558671-9.20496428.jpg,45.9,,,2082.0,38.73558671,-9.20496428,AmorphousAsphalt,"Lisbon, Portugal","38.7077507, -9.1365919"
height49.2_numstories8_roofshapeNA_fpArea1057_imsat_38.71186794-9.13887533.jpg,49.2,8.0,,1057.0,38.71186794,-9.13887533,AmorphousAsphalt,"Lisbon, Portugal","38.7077507, -9.1365919"
height52.5_numstoriesNA_roofshapeNA_fpArea2424_imsat_38.74400585-9.1754487.jpg,52.5,,,2424.0,38.74400585,-9.1754487,AmorphousAsphalt,"Lisbon, Portugal","38.7077507, -9.1365919"
height52.5_numstoriesNA_roofshapeNA_fpArea9103_imsat_59.4490439724.69973814.jpg,52.5,,,9103.0,59.44904397,24.69973814,AmorphousAsphalt,"Tallinn, Estonia","59.4372155, 24.7453688"
height54.5_numstories3_roofshapeNA_fpArea7546_imsat_18.44699958-66.07247255.jpg,54.5,3.0,,7546.0,18.44699958,-66.07247255,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height54.5_numstoriesNA_roofshapeNA_fpArea1209_imsat_40.78547639-73.95259304.jpg,54.5,,,1209.0,40.78547639,-73.95259304,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height66.3_numstoriesNA_roofshapeNA_fpArea1750_imsat_40.77800395-73.97870728.jpg,66.3,,,1750.0,40.77800395,-73.97870728,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height74.8_numstoriesNA_roofshapeNA_fpArea10322_imsat_40.81603363-73.9184373.jpg,74.8,,,10322.0,40.81603363,-73.9184373,AmorphousAsphalt,"New York, United States","40.7127281, -74.0060152"
height8.9_numstoriesNA_roofshapeNA_fpArea1855_imsat_18.35111904-66.09497488.jpg,8.9,,,1855.0,18.35111904,-66.09497488,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
height8.9_numstoriesNA_roofshapeNA_fpArea1867_imsat_18.38582119-66.03816455.jpg,8.9,,,1867.0,18.38582119,-66.03816455,AmorphousAsphalt,"San Juan, PR","18.384239049999998, -66.05343997364733"
